artifact;repository
com.fpliu.ndk.pkg.prefab.android.21:giflib;unknown
com.fpliu.ndk.pkg.prefab.android.21:lame;unknown
com.fpliu.ndk.pkg.prefab.android.21:bzip2;unknown
com.fommil:jsonformat_2.12;unknown
com.formentor-studio.magnolia:magnolia-ai-contents;unknown
com.foreach.cwb:cwb-sahi;unknown
com.fenlibao.security.sdk.client:nasdaq-sdk-client;unknown
com.fenlibao.security.sdk.ws.client:omdc-sdk-client;unknown
com.fenlibao.security.sdk.ws.client:omdc-sdk-ws-client;unknown
com.fenlibao.security.sdk.client:omdc-sdk-client;unknown
com.fenlibao.security.sdk.ws.client:nasdaq-sdk-ws-client;unknown
com.fancydsp:ad-ifly;unknown
com.fancydsp:ad-interactive;unknown
com.fadada.api:fasc-openapi-java-sdk-parent;unknown
com.fancydsp:ad-vivo;unknown
com.eworkcloud.plugins:ework-cloud-dependencies;unknown
com.esri.geoevent.sdk:geoevent-sdk;unknown
com.ericktijerou.koleton:koleton;unknown
com.explodingart:jmusic;unknown
com.ericktijerou.koleton:koleton-base;unknown
androidx.sqlite:sqlite-watchosarm32;unknown
androidx.sqlite:sqlite-linuxx64;unknown
com.caucho:hessian-flash;unknown
androidx.sqlite:sqlite-linuxarm64;unknown
com.ebay.developer:feedv1-api-sdk;unknown
com.dynatrace.ruxit.tools:android;unknown
com.edi-converter:upload-test;unknown
com.eginnovations.android:rewriter-agent;unknown
com.ditchoom:mqtt-5-models-macosx64;unknown
com.ditchoom:mqtt-4-models-js;unknown
com.dorkbox:VaadinUndertow;unknown
com.ditto:ditto-cinterop-android;unknown
com.ditto:ditto-internal-iosx64;unknown
com.ditchoom:mqtt-5-models-watchosx64;unknown
com.ditto:ditto-internal-transports-iosarm64;unknown
com.dorkbox:ObjectPool;unknown
com.devskiller.friendly-id:friendly-id-jackson2-datatype;unknown
com.diagnal.engage:engage;unknown
com.didispace:scca-discovery-consul;unknown
com.dimafeng:neotypes-fs2-stream_2.13;unknown
com.diffusiondata.diffusion:diffusion-client;unknown
com.dimafeng:neotypes-zio-stream_2.13;unknown
com.devonfw.java.modules:devon4j-logging;unknown
com.devskiller.friendly-id:friendly-id-jooq;unknown
com.devskiller.friendly-id:friendly-id-openfeign;unknown
com.devskiller.friendly-id:friendly-id-jpa;unknown
com.didispace:scca-plugin-db;unknown
com.develophelper:luffy-springboot-parent;unknown
com.dimafeng:testcontainers-scala-mockserver_3.0.0-M3;unknown
com.devonfw.cobigen:class-loader-agent;unknown
com.devbrackets.android:annores;unknown
com.daml:bindings-rxjava;unknown
com.daml:tracing-test-lib_2.13;unknown
com.daml:testing-utils_2.13;unknown
com.daml:test-common-upgrade-tests-java-1.0.0-1.dev;unknown
com.day.cq.collab:cq-collab-calendar;unknown
com.day.crx:crx-rmi;unknown
com.dataforgelabs:sparky;unknown
com.day.jcr.vault:vault-commons;unknown
com.datarobot:scoring-code-spark-api;unknown
com.day.cq:cq;unknown
com.day.cq.mcm:cq-mcm-emailprovider;unknown
com.day.cq.collab:cq-collab-commons;unknown
com.day:day;unknown
com.day.cq.collab:cq-collab-forum;unknown
com.day.cq.collab:cq-collab-blog;unknown
com.day.cqfs:cqfs-parent;unknown
com.day.cq:cq-compat-commons-auth;unknown
com.dataroid.android:sdk.huawei;unknown
com.day.commons:com.day.commons.datasource.reactor;unknown
com.day.cq.portlet:cq-portlet-components;unknown
com.day.cq:cq-jcrclustersupport;unknown
com.day.commons:day-commons-quickstart;unknown
com.day.cq.dam:cq-dam;unknown
com.day.crx:crx-ext-s3;unknown
com.day.cq.collab:cq-collab-core;unknown
com.day.commons:day-commons;unknown
com.datarobot:scoring-code-spark-api_3.0.0;unknown
com.denormans.facebook-gwt:api;unknown
com.adobe.granite:com.adobe.granite.asset.api;unknown
com.cognitect:hmac-authn;unknown
com.daml:bindings-pekko_2.13;unknown
com.daml:concurrent_2.12;unknown
com.daml:daml-lf-engine_2.13;unknown
com.daml:grpc-utils_2.12;unknown
com.adobe.cq.social:cq-social-storage;unknown
com.adobe.cq:cq-scheduled-exporter;unknown
com.adobe.granite:com.adobe.granite.confmgr;unknown
com.adobe.granite:com.adobe.granite.activitystreams;unknown
com.adobe.suitetech:com.adobe.suitetech.nativecomm;unknown
com.adobe.cq.social:cq-social-commons;unknown
com.adobe.cq.social:cq-social-forum;unknown
com.adobe.cq.social:cq-social-ugc-search-collections;unknown
com.crittercism:crittercism-android-ndk-agent;unknown
com.daioware.repo:daioware-spring-repo-util;unknown
com.crescendocollective.magnolia:crescendo-module-essentials;unknown
com.creemama.swingconsole:swingconsole-jruby;unknown
com.ctakit:ctakit-framework;unknown
com.covisint.core:trace;unknown
com.ctakit:ctakit-web;unknown
com.consoliads:vungle-mediation;unknown
com.cyngn.ambient:ambientsdk;unknown
com.ctrlflow.aer.client.repositories:p2-repository-invoker;unknown
com.daioware.security:security;unknown
com.consoliads:consoliadsunitywrapper;unknown
com.cosmicpush:push-server-v1-integration-tests;unknown
com.coralogix.sdk.appenders:log4j-url-appender;unknown
com.csicit.thirdparty:com.dm.driver;unknown
com.dameng:Dm7JdbcDriver18;unknown
com.csicit.ace:liquibase-core;unknown
com.com2us.android.hive:hive-iapv4-market-onestore;unknown
com.colisweb:google-drive-scala-client-cats_2.13;unknown
com.composables:icons-heroicons-micro-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-cmp-js;unknown
com.composables:icons-bootstrap-cmp-android-debug;unknown
com.com2us.android.hive:hive-promotion-google-inappreview;unknown
com.composables:icons-radix-cmp-android-debug;unknown
com.composables:icons-bootstrap-outline-android;unknown
com.composables:icons-lucide-cmp-android;unknown
com.composables:icons-heroicons-solid-cmp-jvm;unknown
com.composables:icons-material-icons-rounded-cmp-js;unknown
com.composables:icons-material-icons-outlined-cmp;unknown
com.composables:icons-radix-cmp-android;unknown
com.composables:icons-material-icons-sharp-cmp-android-debug;unknown
com.composables:icons-material-icons-twotone-cmp-js;unknown
com.composables:icons-lucide-js;unknown
com.composables:core-android-debug;unknown
com.composables:icons-heroicons-outline-cmp-jvm;unknown
com.composables:icons-tabler-outline-cmp-js;unknown
com.composables:icons-heroicons-micro-cmp-android-debug;unknown
com.composables:icons-material-icons-sharp-cmp;unknown
com.composables:icons-material-icons-sharp-cmp-android;unknown
com.composables:icons-material-icons-twotone-cmp-iosarm64;unknown
com.composables:icons-radix-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-cmp-iossimulatorarm64;unknown
com.composables:icons-tabler-outline-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-outlined-cmp-iosarm64;unknown
com.composables:icons-font-awesome-regular-cmp-iosx64;unknown
com.composables:icons-lucide-cmp-iosarm64;unknown
com.composables:icons-material-icons-sharp-cmp-js;unknown
com.composables:icons-codicons-android;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-wasm-js;unknown
com.composables:icons-heroicons-solid-cmp-iossimulatorarm64;unknown
com.composables:icons-material-icons-outlined-cmp-wasm-js;unknown
com.composables:icons-material-symbols-cmp-iosarm64;unknown
com.composables:icons-material-symbols-sharp-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-sharp-cmp-android-debug;unknown
com.composables:icons-bootstrap-cmp;unknown
com.composables:icons-tabler-outline-cmp-android-debug;unknown
com.composables:icons-material-icons-twotone-android;unknown
com.composables:icons-feather-cmp-iosx64;unknown
com.composables:icons-tabler-outline-cmp;unknown
com.composables:icons-tabler-filled-cmp-android-debug;unknown
com.composables:icons-heroicons-outline-cmp-iosx64;unknown
com.composables:icons-radix-cmp-jvm;unknown
com.composables:icons-material-icons-rounded-android;unknown
com.composables:icons-heroicons-solid-cmp-js;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-iossimulatorarm64;unknown
com.composables:icons-font-awesome-cmp-jvm;unknown
com.composables:icons-codicons-cmp-android;unknown
com.composables:icons-material-icons-outlined-cmp-js;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-js;unknown
com.composables:icons-material-symbols-rounded-filled-cmp;unknown
com.composables:icons-material-icons-rounded-cmp-iossimulatorarm64;unknown
com.composables:icons-material-icons-outlined-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-solid-cmp-iosx64;unknown
com.composables:icons-font-awesome-solid-cmp-android;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-android-debug;unknown
com.composables:icons-bootstrap-cmp-iossimulatorarm64;unknown
com.composables:icons-material-icons-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-outline-cmp-js;unknown
com.composables:icons-material-symbols-rounded-cmp-android-debug;unknown
com.composables:icons-heroicons-outline-cmp;unknown
com.composables:icons-material-symbols-cmp-iosx64;unknown
com.composables:icons-feather-cmp-jvm;unknown
com.composables:icons-heroicons-cmp-android-debug;unknown
com.composables:icons-bootstrap-fill-cmp-iosarm64;unknown
com.composables:icons-heroicons-outline-cmp-iosarm64;unknown
com.composables:icons-heroicons-mini-cmp;unknown
com.composables:icons-feather-android;unknown
com.composables:icons-heroicons-mini-cmp-iosarm64;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-iosx64;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-iosx64;unknown
com.composables:icons-heroicons-cmp-js;unknown
com.composables:icons-bootstrap-outline-cmp;unknown
com.composables:icons-bootstrap-cmp-wasm-js;unknown
com.composables:icons-bootstrap-fill-cmp-jvm;unknown
com.composables:icons-material-icons-twotone-cmp-android;unknown
com.composables:icons-tabler-filled-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-iosarm64;unknown
com.composables:icons-heroicons-cmp-jvm;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-iosx64;unknown
com.composables:icons-material-symbols-cmp;unknown
com.composables:icons-bootstrap-fill-android;unknown
com.composables:icons-material-symbols-outlined-cmp-iossimulatorarm64;unknown
com.composables:icons-material-icons-rounded-cmp-android-debug;unknown
com.composables:icons-bootstrap-outline-cmp-jvm;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-android-debug;unknown
com.composables:icons-heroicons-cmp-iosarm64;unknown
com.composables:icons-material-icons-rounded-cmp-wasm-js;unknown
com.composables:icons-material-icons-outlined-cmp-iosarm64;unknown
com.composables:icons-lucide-cmp-android-debug;unknown
com.composables:icons-heroicons-micro-cmp-iosx64;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-js;unknown
com.composables:icons-heroicons-cmp-wasm-js;unknown
com.composables:icons-heroicons-outline-android;unknown
com.composables:icons-bootstrap-fill-cmp;unknown
com.composables:icons-material-icons-filled-cmp-android;unknown
com.composables:icons-material-symbols-outlined-filled-cmp;unknown
com.composables:icons-font-awesome-regular-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-solid-cmp;unknown
com.composables:icons-heroicons-outline-cmp-android-debug;unknown
com.composables:icons-tabler-cmp-jvm;unknown
com.composables:icons-bootstrap-outline-cmp-wasm-js;unknown
com.composables:icons-font-awesome-regular-cmp-js;unknown
com.composables:icons-radix-cmp-iosarm64;unknown
com.composables:icons-material-icons-twotone-cmp-wasm-js;unknown
com.composables:icons-material-icons-cmp-android;unknown
com.composables:icons-material-symbols-sharp-cmp-iosx64;unknown
com.composables:icons-lucide-cmp;unknown
com.composables:icons-material-icons-cmp-js;unknown
com.composables:icons-bootstrap-fill-cmp-wasm-js;unknown
com.composables:icons-material-symbols-outlined-filled-android;unknown
com.composables:icons-heroicons-micro-android;unknown
com.composables:icons-material-icons-outlined-cmp-android;unknown
com.composables:icons-tabler-cmp-wasm-js;unknown
com.composables:composeunstyled-internal-shared;unknown
com.composables:icons-lucide-cmp-wasm-js;unknown
com.coherentlogic.cmr.api:cmr-openfigi-client-int;unknown
com.composables:icons-material-symbols-sharp-cmp-wasm-js;unknown
com.composables:icons-material-icons-sharp-cmp-wasm-js;unknown
com.composables:icons-radix-android;unknown
com.composables:icons-material-icons-filled-cmp;unknown
com.composables:icons-tabler-filled-cmp-jvm;unknown
com.composables:icons-material-icons-outlined-cmp-jvm;unknown
com.composables:icons-heroicons-solid-android;unknown
com.composables:icons-heroicons-solid-cmp-iosarm64;unknown
com.composables:icons-font-awesome-cmp-iosx64;unknown
com.composables:icons-material-symbols-sharp-cmp-js;unknown
com.composables:icons-codicons-cmp-iosx64;unknown
com.composables:icons-tabler-outline-android;unknown
com.composables:icons-tabler-filled-cmp;unknown
com.composables:icons-material-symbols-cmp-wasm-js;unknown
com.composables:icons-feather-cmp-iosarm64;unknown
com.composables:icons-radix-cmp;unknown
com.composables:icons-bootstrap-cmp-jvm;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-android-debug;unknown
com.composables:icons-font-awesome-cmp-iosarm64;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-android;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-rounded-cmp-iosarm64;unknown
com.composables:icons-material-symbols-rounded-cmp-iosx64;unknown
com.composables:icons-font-awesome-regular-cmp-wasm-js;unknown
com.composables:icons-codicons-cmp-js;unknown
com.composables:icons-font-awesome-brands-cmp-iosarm64;unknown
com.composables:icons-font-awesome-solid-cmp-jvm;unknown
com.composables:icons-feather-cmp-wasm-js;unknown
com.composables:icons-tabler-filled-cmp-iosx64;unknown
com.composables:icons-codicons-cmp;unknown
com.composables:icons-material-icons-filled-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-android;unknown
com.composables:icons-heroicons-outline-cmp-android;unknown
com.composables:icons-material-symbols-outlined-cmp-wasm-js;unknown
com.composables:icons-font-awesome-cmp-js;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-iosarm64;unknown
com.composables:icons-material-symbols-outlined-cmp-jvm;unknown
com.composables:icons-material-icons-filled-cmp-iosx64;unknown
com.composables:icons-heroicons-solid-cmp-android;unknown
com.composables:icons-heroicons-cmp;unknown
com.composables:icons-material-symbols-sharp-cmp-jvm;unknown
com.composables:icons-codicons-cmp-wasm-js;unknown
com.composables:icons-codicons-cmp-iosarm64;unknown
com.composables:icons-tabler-outline-cmp-android;unknown
com.composables:icons-material-symbols-rounded-cmp;unknown
com.composables:icons-font-awesome-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-micro-cmp-wasm-js;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-jvm;unknown
com.composables:icons-material-icons-twotone-cmp-iosx64;unknown
com.composables:icons-font-awesome-regular-cmp-android-debug;unknown
com.composables:icons-material-symbols-rounded-cmp-android;unknown
com.composables:icons-heroicons-mini-cmp-jvm;unknown
com.com2us.android.hive:hive-iapv4-market-onestore-v4;unknown
com.composables:icons-material-symbols-sharp-android;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-cmp-iosx64;unknown
com.composables:icons-bootstrap-fill-cmp-iosx64;unknown
com.composables:icons-material-symbols-cmp-jvm;unknown
com.composables:icons-material-symbols-sharp-cmp-android;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-jvm;unknown
com.composables:icons-heroicons-mini-cmp-wasm-js;unknown
com.composables:icons-font-awesome-brands-cmp;unknown
com.composables:icons-material-icons-rounded-cmp-android;unknown
com.composables:icons-heroicons-cmp-android;unknown
com.composables:icons-font-awesome-brands-cmp-jvm;unknown
com.composables:icons-tabler-filled-android;unknown
com.composables:icons-material-symbols-outlined-cmp;unknown
com.composables:icons-font-awesome-cmp-wasm-js;unknown
com.composables:icons-font-awesome-cmp;unknown
com.composables:icons-material-icons-twotone-cmp;unknown
com.composables:icons-material-symbols-sharp-cmp-iosarm64;unknown
com.composables:icons-codicons-cmp-iossimulatorarm64;unknown
com.compdf:conversion;unknown
com.composables:icons-material-icons-rounded-cmp-iosarm64;unknown
com.composables:icons-tabler-filled-cmp-js;unknown
com.composables:icons-tabler-outline-cmp-iosarm64;unknown
com.composables:icons-font-awesome-regular-cmp-iosarm64;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-wasm-js;unknown
com.composables:icons-material-symbols-outlined-cmp-js;unknown
com.composables:icons-tabler-cmp-android;unknown
com.composables:icons-material-icons-outlined-android;unknown
com.composables:icons-bootstrap-fill-cmp-android-debug;unknown
com.composables:icons-radix-cmp-js;unknown
com.composables:icons-tabler-filled-cmp-wasm-js;unknown
com.composables:icons-bootstrap-outline-cmp-js;unknown
com.composables:icons-heroicons-micro-cmp-android;unknown
com.composables:icons-bootstrap-outline-cmp-iossimulatorarm64;unknown
com.composables:composetheme-material3-jvm;unknown
com.composables:icons-tabler-filled-cmp-iosarm64;unknown
com.composables:icons-font-awesome-solid-cmp-iosarm64;unknown
com.composables:icons-lucide-cmp-iosx64;unknown
com.composables:icons-radix-cmp-iosx64;unknown
com.composables:icons-tabler-cmp-iosx64;unknown
com.composables:icons-font-awesome-brands-cmp-iosx64;unknown
com.composables:icons-material-icons-cmp;unknown
com.composables:icons-heroicons-outline-cmp-wasm-js;unknown
com.composables:icons-tabler-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-micro-cmp-js;unknown
com.composables:icons-material-icons-outlined-cmp-iosx64;unknown
com.composables:icons-material-symbols-rounded-android;unknown
com.composables:icons-material-icons-outlined-cmp-android-debug;unknown
com.composables:icons-bootstrap-cmp-iosx64;unknown
com.composables:icons-font-awesome-solid-cmp-android-debug;unknown
com.composables:icons-material-icons-twotone-cmp-android-debug;unknown
com.composables:icons-heroicons-solid-cmp-android-debug;unknown
com.composables:icons-material-icons-filled-cmp-android-debug;unknown
com.composables:icons-material-symbols-sharp-cmp;unknown
com.composables:icons-feather-cmp-iossimulatorarm64;unknown
com.composables:icons-material-icons-sharp-cmp-iosx64;unknown
com.composables:icons-font-awesome-brands-android;unknown
com.composables:icons-bootstrap-outline-cmp-iosarm64;unknown
com.composables:icons-font-awesome-brands-cmp-android;unknown
com.composables:icons-material-symbols-rounded-cmp-js;unknown
com.composables:icons-font-awesome-solid-cmp;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-jvm;unknown
com.composables:icons-material-icons-rounded-cmp;unknown
com.composables:icons-heroicons-outline-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-rounded-cmp-jvm;unknown
com.composables:icons-material-icons-filled-cmp-jvm;unknown
com.composables:icons-feather-cmp;unknown
com.composables:icons-bootstrap-outline-cmp-android-debug;unknown
com.composables:icons-bootstrap-cmp-android;unknown
com.composables:icons-font-awesome-regular-android;unknown
com.composables:icons-font-awesome-cmp-android;unknown
com.composables:icons-feather-cmp-js;unknown
com.composables:icons-material-icons-filled-cmp-iosarm64;unknown
com.composables:icons-codicons-cmp-android-debug;unknown
com.composables:icons-material-icons-sharp-cmp-jvm;unknown
com.composables:icons-font-awesome-brands-cmp-js;unknown
com.composables:icons-heroicons-cmp-iossimulatorarm64;unknown
com.composables:icons-font-awesome-regular-cmp-jvm;unknown
com.composables:icons-bootstrap-outline-cmp-iosx64;unknown
com.composables:icons-font-awesome-solid-cmp-wasm-js;unknown
com.composables:icons-font-awesome-solid-cmp-iossimulatorarm64;unknown
com.composables:icons-heroicons-mini-cmp-js;unknown
com.composables:icons-bootstrap-cmp-iosarm64;unknown
com.composables:icons-tabler-cmp;unknown
com.composables:icons-material-icons-filled-android;unknown
com.composables:icons-heroicons-micro-cmp;unknown
com.composables:icons-heroicons-mini-cmp-iosx64;unknown
com.composables:icons-tabler-outline-cmp-iosx64;unknown
com.composables:icons-lucide-cmp-js;unknown
com.composables:icons-codicons-cmp-jvm;unknown
com.composables:icons-heroicons-mini-cmp-android;unknown
com.composables:icons-heroicons-mini-android;unknown
com.composables:icons-material-symbols-rounded-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-outlined-cmp-android-debug;unknown
com.composables:icons-material-icons-sharp-android;unknown
com.composables:icons-material-icons-rounded-cmp-jvm;unknown
com.composables:icons-bootstrap-cmp-js;unknown
com.composables:icons-material-symbols-rounded-filled-android;unknown
com.composables:icons-font-awesome-brands-cmp-android-debug;unknown
com.composables:icons-material-icons-sharp-cmp-iossimulatorarm64;unknown
com.composables:icons-material-symbols-outlined-cmp-iosx64;unknown
com.composables:icons-tabler-filled-cmp-android;unknown
com.composables:icons-tabler-outline-cmp-jvm;unknown
com.composables:icons-tabler-cmp-iosarm64;unknown
com.composables:icons-bootstrap-fill-cmp-js;unknown
com.composables:icons-material-symbols-sharp-filled-cmp;unknown
com.composables:icons-material-symbols-outlined-android;unknown
com.composables:icons-bootstrap-fill-cmp-iossimulatorarm64;unknown
com.composables:icons-font-awesome-brands-cmp-iossimulatorarm64;unknown
com.composables:icons-font-awesome-solid-cmp-iosx64;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-js;unknown
com.composables:icons-material-icons-rounded-cmp-iosx64;unknown
com.composables:icons-radix-cmp-wasm-js;unknown
com.composables:icons-material-icons-twotone-cmp-jvm;unknown
com.composables:icons-font-awesome-brands-cmp-wasm-js;unknown
com.composables:icons-font-awesome-solid-cmp-js;unknown
com.composables:icons-heroicons-micro-cmp-iosarm64;unknown
com.composables:icons-font-awesome-regular-cmp;unknown
com.composables:icons-material-icons-twotone-cmp-iossimulatorarm64;unknown
com.composables:icons-tabler-cmp-android-debug;unknown
com.composables:icons-font-awesome-regular-cmp-android;unknown
com.composables:icons-material-icons-filled-cmp-js;unknown
com.composables:icons-material-symbols-cmp-android;unknown
com.composables:icons-material-symbols-rounded-filled-cmp-wasm-js;unknown
com.composables:icons-font-awesome-cmp-android-debug;unknown
com.composables:icons-material-icons-cmp-iosarm64;unknown
com.composables:icons-material-symbols-rounded-cmp-wasm-js;unknown
com.composables:icons-font-awesome-solid-android;unknown
com.composables:icons-material-icons-cmp-iosx64;unknown
com.composables:icons-material-symbols-sharp-filled-cmp-iosarm64;unknown
com.composables:icons-material-symbols-sharp-filled-android;unknown
com.composables:icons-lucide-cmp-jvm;unknown
com.composables:icons-material-icons-cmp-jvm;unknown
com.composables:icons-heroicons-micro-cmp-jvm;unknown
com.composables:icons-material-symbols-outlined-cmp-android;unknown
com.composables:icons-material-symbols-cmp-android-debug;unknown
com.composables:icons-material-icons-cmp-wasm-js;unknown
com.composables:icons-tabler-cmp-js;unknown
com.composables:icons-bootstrap-fill-cmp-android;unknown
com.composables:icons-lucide-cmp-iossimulatorarm64;unknown
com.composables:icons-feather-cmp-android-debug;unknown
com.composables:icons-material-symbols-outlined-filled-cmp-android;unknown
com.composables:icons-feather-cmp-android;unknown
com.composables:icons-material-icons-filled-cmp-wasm-js;unknown
com.composables:icons-tabler-outline-cmp-wasm-js;unknown
com.composables:icons-heroicons-mini-cmp-android-debug;unknown
com.composables:icons-material-icons-sharp-cmp-iosarm64;unknown
com.composables:icons-heroicons-solid-cmp-wasm-js;unknown
com.composables:icons-material-icons-cmp-android-debug;unknown
com.composables:icons-bootstrap-outline-cmp-android;unknown
com.composables:icons-heroicons-mini-cmp-iossimulatorarm64;unknown
com.codeminders:javadrone-api;unknown
com.chtsinc:ch-jira;unknown
com.code-partners:smartinspect-spring-boot-starter;unknown
com.claudiushauptmann:gwt-maps-gxt-parent;unknown
com.cnhnb.sdk:common-module;unknown
com.cloud-lego.spring.boot:lego-captcha-spring-boot-starter;unknown
com.adobe.granite:com.adobe.granite.ui.clientlibs;unknown
com.butor:butor-test;unknown
com.cedarsoft:commons;unknown
com.capgemini.mrchecker:mrchecker-test-framework;unknown
com.bytesizebook:spring-boot-java-cli;unknown
com.centimia:ezqu-ext;unknown
com.cebpubservice.remotebidevaluation:cebpubservice-remotebidevaluation-java-sdk-seatsync;unknown
com.byteground:byteground-graphicsmagick_2.10;unknown
com.catchpoint:cp-trace-api-trace;unknown
com.chinagoods.framework.thinkcloud.ddd.quickstart:think-cloud-ddd-quickstart-archetype;unknown
com.buralo.spring.boot.memcached:memcached-test-spring-boot-starter;unknown
com.canva:extensions-spark;unknown
com.centimia:ezqu;unknown
com.bucket4j:bucket4j_jdk8-mssql;unknown
com.braango:braangosdk;unknown
com.brainodev.gnfr:esaoprecorder;unknown
com.bruine:lighthouse-jvm;unknown
com.bucket4j:bucket4j_jdk11-jedis;unknown
com.bopsen:testimium-tool;unknown
com.bijava:swifty-shiro;unknown
com.bucket4j:bucket4j_jdk11-coherence;unknown
com.bucket4j:bucket4j-mongo-common;unknown
com.bruine:lighthouse-iossimulatorarm64;unknown
com.botronsoft.cmj.spi:configuration-manager-spi;unknown
com.bitorbits.bridge:tools;unknown
com.blackdotan.scrat:scrat-cloud-j2ee-ddd-archetype;unknown
com.brvith.orchestrator:orchestrator-framework;unknown
com.blackdotan.scrat:scrat-cloud-j2ee-mvc-archetype;unknown
com.bolddesk:bolddesk_chat_sdk;unknown
com.baulsupp.kolja:script-plugin;unknown
com.bailizhang.lynxdb:lynxdb-spring-boot-starter;unknown
com.bailizhang.lynxdb:lynxdb-client;unknown
com.axonivy.ivy.test:test-bom;unknown
com.att.cdp:cdp-pal;unknown
com.attafitamim.mtproto:security-digest-iosx64;unknown
com.attafitamim.mtproto:client-connection-jvm;unknown
com.attafitamim.kabin:annotations-tvosx64;unknown
com.artofsolving:jodconverter-maven-plugin;unknown
com.atlassian.maven.plugins:maven-licenses-plugin;unknown
com.aquenos.epics.jackie.diirt:epics-jackie-diirt-datasource-jackie;unknown
com.arassec.igor:frontend;unknown
com.appsflyer:purchase-connector;unknown
com.appsflyer:af-android-plugin-bridge-beta;unknown
com.appmattus.layercache:layercache-cache2k;unknown
com.appsflyer:af-android-sdk-bom-beta;unknown
com.android.databinding:compilerCommon;unknown
com.anrisoftware.globalpom:globalpomutils-parent;unknown
com.anaptecs.jeaf.x-fun:jeaf-x-fun-api-project;unknown
com.anaptecs.jeaf.persistence:jeaf-hibernate5-test-ear;unknown
com.anaptecs.jeaf.x-fun:jeaf-x-fun-test-runtime-project;unknown
com.anaptecs.jeaf.core:jeaf-core-integration-test-services-api;unknown
com.anaptecs.jeaf.x-fun:jeaf-x-fun-impl;unknown
com.anaptecs.jeaf.tools:jeaf-web-tools-api;unknown
com.apicatalog:tree-io-cbor;unknown
com.anaptecs.jeaf.generator.sample:accounting-service-objects;unknown
com.android.tools.analytics-library:publisher;unknown
com.anaptecs.jeaf.tools:jeaf-regexp-tools-api;unknown
com.aouledissa.stitch:stitch-annotations;unknown
com.aouledissa.stitch:stitch-runtime;unknown
com.aouledissa.stitch:stitch-ksp;unknown
com.android.tools.analytics-library:inspector;unknown
com.androideasy.permissions:EasyPermissions;unknown
com.anrisoftware.simplerest:simplerest-owncloud-ocs;unknown
com.anrisoftware.registration:registration-appcli;unknown
com.anasoft.os:daofusion-parent;unknown
com.anaptecs.jeaf.uml:jeaf-uml-services-model-project;unknown
com.antlersoft.browsebyquery:browsebyquery-core;unknown
com.anaptecs.jeaf.owalibs:org.apache.commons.cli;unknown
com.apicatalog:carbon-did-jre8;unknown
com.anothercaffeinatedday.sob:whfrp2-chargen;unknown
com.anrisoftware.gsanalysis:gsanalysis-synthesis;unknown
com.amysta.jclouds:jclouds-core;unknown
com.ape9527:ape-js-obfuscator-maven-plugin;unknown
com.anrisoftware.prefdialog:prefdialog-misc-swing;unknown
com.anrisoftware.anlopencl:anlopencl-opencl;unknown
com.androidplot:androidplot-demoapp;unknown
com.android.tools.analytics-library:tracker;unknown
com.aminography:redirectglide;unknown
com.amazonaws:aws-java-sdk-samples;unknown
com.almis.awe:awe-framework;unknown
com.alibaba.middleware:tls-common;unknown
com.aizuda:snail-job-common-log;unknown
com.alibaba.alink:alink_tf_predictor_flink-1.9_2.11;unknown
com.aizuda:easy-retry-server;unknown
com.alialbaali.kamel:kamel-image-desktop;unknown
com.alibaba.edas.configcenter:configcenter-client;unknown
com.alibaba.alink:alink_connector_redis_flink-1.12_2.11;unknown
